=================================================================================================================
t1[s]                t2[s]                t3[s]                t4[s]                offset[s]     desvioActual[s]
=================================================================================================================
1539402146.440543305,1539402146.439210094,1539402146.439258964,1539402146.453352419,-0.007678907,-0.000000000
1539402148.488918445,1539402148.487710534,1539402148.487757078,1539402148.501850475,-0.007613910,-0.000000000
1539402150.542540072,1539402150.543310773,1539402150.543357478,1539402150.557325751,-0.006558892,-0.007474248
1539402152.563709547,1539402152.563691485,1539402152.563731053,1539402152.577957223,+0.000387471,-0.006976851
1539402217.193540493,1539402217.209777590,1539402217.209823998,1539402217.223148979,+0.008469993,+0.001518244
1539402281.287054077,1539402281.287845641,1539402281.287896320,1539402281.300235634,-0.015623054,-0.005699026
1539402346.023635948,1539402346.027311547,1539402346.027358019,1539402346.039486014,+0.000610620,-0.004586491
1539402411.106990176,1539402411.107481431,1539402411.107528700,1539402411.119410659,-0.002011420,-0.005331459
1539402475.965198989,1539402475.966992015,1539402475.967037763,1539402475.977857457,+0.000334416,-0.004730259
1539402540.785894509,1539402540.788788840,1539402540.788829609,1539402540.799090317,+0.000548253,-0.004043937
1539402605.421079355,1539402605.423359325,1539402605.423406668,1539402605.433251684,-0.000260171,-0.003613012
1539402670.370072104,1539402670.372970905,1539402670.373017388,1539402670.384209418,-0.001028139,-0.003219372
1539402735.290999450,1539402735.293028447,1539402735.293074345,1539402735.302922222,-0.001153600,-0.003459496
1539402800.223623626,1539402800.227498283,1539402800.227545659,1539402800.237670513,-0.000113211,-0.003808397
1539402864.961352486,1539402864.963123343,1539402864.963173263,1539402864.974911994,-0.001572463,-0.004355504
1539402929.483492244,1539402929.486480654,1539402929.486521839,1539402929.498291236,-0.000279535,-0.005246648
1539402994.416082755,1539402994.419683453,1539402994.419729885,1539402994.430542226,+0.001690564,-0.005098966
1539403058.558403222,1539403058.563777072,1539403058.563823839,1539403058.574937952,+0.002447112,-0.005110706
1539403123.541505379,1539403123.541678666,1539403123.541724600,1539403123.554757574,-0.001109319,-0.006335110
1539403188.411622438,1539403188.412997323,1539403188.413043566,1539403188.428853479,-0.000605387,-0.006699255
1539403253.587076472,1539403253.587367725,1539403253.587416105,1539403253.600399976,+0.000810887,-0.006885878
1539403317.896096976,1539403317.901823358,1539403317.901870100,1539403317.915068904,+0.003576363,-0.007363555
1539403382.207454648,1539403382.206034515,1539403382.206073901,1539403382.221609403,-0.000708189,-0.008484216
1539403447.492572899,1539403447.496097565,1539403447.496146123,1539403447.551006349,-0.016702392,-0.008919177
1539403512.705883847,1539403512.703718476,1539403512.703765062,1539403512.718560952,+0.000909394,-0.009079609
1539403577.375032860,1539403577.371617252,1539403577.371666118,1539403577.386425802,+0.000433348,-0.009433925
1539403642.464606601,1539403642.466062143,1539403642.466109675,1539403642.481365449,+0.002960746,-0.009761301
1539403706.862508000,1539403706.859480578,1539403706.859527372,1539403706.876562470,+0.000129221,-0.010400064
1539403771.708358657,1539403771.705448202,1539403771.705495768,1539403771.721536120,+0.001351325,-0.010660764
1539403836.514750730,1539403836.511369710,1539403836.511416513,1539403836.526064525,+0.002056982,-0.010179222
1539403901.047467858,1539403901.051026460,1539403901.051072916,1539403901.066321646,+0.004696242,-0.010468936
1539403966.286010751,1539403966.283767678,1539403966.283814859,1539403966.299277359,+0.001952141,-0.010553858
=================================================================================================================
t1[s]                t2[s]                t3[s]                t4[s]                offset[s]     desvioActual[s]
=================================================================================================================
1539404030.809733278,1539404030.817602645,1539404030.817649461,1539404030.885256596,-0.018998157,-0.010835840
1539404160.677060488,1539404160.673683530,1539404160.673733890,1539404160.690758416,+0.001234688,-0.011370563
1539404289.477009640,1539404289.473381204,1539404289.473428519,1539404289.489444774,+0.002135675,-0.011392550
1539404418.714390952,1539404418.708968036,1539404418.710014962,1539404418.727704942,+0.000374915,-0.011897478
1539404548.025749196,1539404548.020915477,1539404548.020962536,1539404548.039279702,+0.000855177,-0.012410724
1539404677.950786647,1539404677.947911216,1539404677.947960567,1539404677.967167562,+0.001903331,-0.012943075
1539404936.460345539,1539404936.454380667,1539404936.454426769,1539404936.474798344,+0.000816435,-0.014063078
1539405193.323802962,1539405193.314807578,1539405193.314862010,1539405193.336357810,-0.000130222,-0.015303652
1539405454.020197690,1539405454.019354663,1539405454.019406507,1539405454.054273363,-0.001451332,-0.016361362
1539405711.626923893,1539405711.627249452,1539405711.627323720,1539405711.640207261,+0.011167530,-0.012646062
1539405841.815412582,1539405841.821228409,1539405841.821278100,1539405841.831761824,+0.010847773,-0.008216047
1539405971.418932603,1539405971.464125524,1539405971.464172658,1539405971.475410555,+0.025704683,-0.005610369
1539406101.568996556,1539406101.572510948,1539406101.572557131,1539406101.581614851,+0.003219961,-0.003138442
1539406231.026146645,1539406231.034695432,1539406231.034741641,1539406231.042894542,+0.002626979,-0.001909042
1539406359.566429491,1539406359.572532697,1539406359.572573455,1539406359.580084429,-0.000016597,-0.000724827
1539406488.128079819,1539406488.132400974,1539406488.132442245,1539406488.141739980,-0.003056327,-0.001435738
1539406617.195526960,1539406617.201840545,1539406617.201887320,1539406617.209376975,-0.000095421,-0.000894966
1539406746.787052950,1539406746.792709309,1539406746.792757046,1539406746.799808477,-0.000482430,-0.000605572
1539406876.693664045,1539406876.698696094,1539406876.698735764,1539406876.711478643,-0.003831909,-0.000339336
1539407006.391090088,1539407006.400510741,1539407006.400555873,1539407006.407376224,+0.001105735,+0.000093785
1539407135.394259219,1539407135.398841818,1539407135.398892958,1539407135.405971205,-0.001849963,-0.000810596
1539407263.506321244,1539407263.514700657,1539407263.514741784,1539407263.522055803,+0.000969269,-0.000549205
1539407393.471530716,1539407393.476054400,1539407393.476101187,1539407393.490753163,-0.004863242,-0.002290220
1539407523.899953070,1539407523.910783211,1539407523.910827808,1539407523.918512659,+0.003617679,-0.002247186
1539407652.829406687,1539407652.832641212,1539407652.832690445,1539407652.840656648,-0.000165886,-0.002368090
1539407783.330859659,1539407783.334208030,1539407783.334252107,1539407783.342609199,-0.000092050,-0.002511191
1539407913.286234986,1539407913.288749295,1539407913.288796202,1539407913.297453021,-0.000490980,-0.002751907
1539408043.017682200,1539408043.021627457,1539408043.021686550,1539408043.030619700,+0.000352008,-0.002901846
1539408171.420828402,1539408171.423978484,1539408171.424024811,1539408171.433339344,-0.000077665,-0.003320452
1539408301.162668521,1539408301.165699860,1539408301.165746624,1539408301.175399618,+0.000124815,-0.003522608
1539408560.326097140,1539408560.327573451,1539408560.327620949,1539408560.337730589,-0.000349609,-0.004210456
1539408820.435564081,1539408820.437492776,1539408820.437543169,1539408820.449103506,+0.000002616,-0.004810013
=================================================================================================================
t1[s]                t2[s]                t3[s]                t4[s]                offset[s]     desvioActual[s]
=================================================================================================================
1539409076.634358807,1539409076.639666220,1539409076.639714926,1539409076.651200645,+0.002341730,-0.005160769
1539409334.507018259,1539409334.507664112,1539409334.507711168,1539409334.519699196,+0.000057497,-0.005727544
1539409592.164336079,1539409592.170050141,1539409592.170101461,1539409592.182789783,+0.002818128,-0.006126499
1539409848.879257372,1539409848.878121536,1539409848.878187016,1539409848.891411582,-0.000500688,-0.006991897
1539410105.838362197,1539410105.838652631,1539410105.838702809,1539410105.852026657,+0.001062901,-0.007360946
1539410366.633295512,1539410366.635125536,1539410366.635170039,1539410366.650035261,+0.001427351,-0.007799654
1539410625.802204805,1539410625.799037104,1539410625.799077275,1539410625.813448666,-0.000400504,-0.008592923
1539410883.179710335,1539410883.180671327,1539410883.180722141,1539410883.195604992,+0.002218445,-0.009017801
1539411396.330032500,1539411396.327783836,1539411396.327832514,1539411396.343158321,+0.001352618,-0.009826336
1539411908.841415401,1539411908.839158047,1539411908.839209611,1539411908.853812607,+0.002479089,-0.010138796
1539412430.550702233,1539412430.554569006,1539412430.554621039,1539412430.569029757,+0.005870799,-0.010941532
1539412943.257043732,1539412943.254649017,1539412943.254699784,1539412943.269569239,+0.003253616,-0.010908722
1539413461.505050020,1539413461.508578079,1539413461.508629336,1539413461.524009797,+0.005827011,-0.011315642
1539414493.399192027,1539414493.406403101,1539414493.406449349,1539414493.421697921,+0.008814363,-0.012451054
1539415523.157449408,1539415523.156768543,1539415523.156818866,1539415523.171231075,+0.006291218,-0.008313881
1539416560.707448181,1539416560.706598328,1539416560.706645586,1539416560.726651313,-0.001789334,-0.010160978
1539417594.465194552,1539417594.463816979,1539417594.463863942,1539417594.478480148,+0.002463498,-0.008852729
1539418619.300485211,1539418619.297136672,1539418619.297185898,1539418619.312951012,-0.000677372,-0.009566554
1539419655.581616786,1539419655.579725800,1539419655.579775914,1539419655.594133319,+0.001576706,-0.009093768
1539420699.023821506,1539420699.023538980,1539420699.023589559,1539420699.036206403,+0.002719407,-0.007533065
1539421735.723620047,1539421735.736047974,1539421735.736099765,1539421735.746485386,+0.008607468,-0.006581438
1539422767.469856277,1539422767.475416862,1539422767.475468889,1539422767.484168186,+0.004971598,-0.003834005
1539423796.352784249,1539423796.357767575,1539423796.357797045,1539423796.365205195,+0.002241816,-0.001333169
1539424821.322833380,1539424821.327815345,1539424821.327868127,1539424821.334354027,-0.000984658,-0.000659845
1539425849.579660521,1539425849.585775112,1539425849.585824946,1539425849.591487780,-0.000540975,+0.000503077
1539426876.175070351,1539426876.181911800,1539426876.181998829,1539426876.186915371,-0.000873557,+0.001503618
1539427916.618024788,1539427916.625731997,1539427916.625781904,1539427916.636352981,-0.004244833,+0.002446017
1539428958.497182553,1539428958.505845720,1539428958.505893398,1539428958.513408006,-0.003107754,+0.001673664
1539429994.013487485,1539429994.022454165,1539429994.022505134,1539429994.027399473,-0.000709784,+0.001710694
1539431031.347035966,1539431031.356205161,1539431031.356257252,1539431031.364346094,-0.001852837,+0.000890217
1539431552.176457385,1539431552.192134716,1539431552.192187608,1539431552.196812075,+0.004541377,+0.001041857
1539432067.915925042,1539432067.927374764,1539432067.927497925,1539432067.932413364,+0.002157212,+0.001358464
=================================================================================================================
t1[s]                t2[s]                t3[s]                t4[s]                offset[s]     desvioActual[s]
=================================================================================================================
1539432583.504719071,1539432583.513087499,1539432583.513135441,1539432583.519140316,-0.000262520,+0.000972471
1539433609.881212010,1539433609.890103043,1539433609.890153443,1539433609.895546864,+0.000639532,+0.000991508
